day,month,year,site,temp_c_logger,datetime,Latitude,Longitude,temp_c_mur
1,2,2015,Baker North,3.4737384259259256,2015-02-01,42.5370316,-70.7919065,4.132999999999999
1,2,2015,Baker South,3.942685185185185,2015-02-01,42.53251,-70.78163,4.239000000000001
1,2,2015,Calf Island,1.595434027777778,2015-02-01,42.3412005661599,-70.8934798651064,4.172000000000001
1,2,2015,Little Brewster,1.0586342592592597,2015-02-01,42.32733,-70.8883,4.143000000000001
1,2,2015,NE Appledore,4.692251157407407,2015-02-01,42.992180000000005,-70.615725,4.7235
1,2,2015,NW Appledore,4.609918981481481,2015-02-01,42.99228,-70.615825,4.7235
1,2,2015,SW Appledore,4.510243055555555,2015-02-01,42.984276666666666,-70.61786666666667,4.687999999999999
1,2,2016,Nubble Lighthouse,4.565729166666667,2016-02-01,43.166466,-70.592358,5.59
1,2,2017,Fort Weatherhill,4.9188425925925925,2017-02-01,41.477214540758816,-71.36642105465246,4.515000000000001
1,2,2017,SW Appledore,5.274385416666667,2017-02-01,42.984276666666666,-70.61786666666667,5.361000000000001
1,2,2018,Fort Weatherhill,3.592766203703703,2018-02-01,41.477214540758816,-71.36642105465246,2.756999999999998
1,2,2018,Hurricane Island,2.8344097222222233,2018-02-01,44.04039,-68.89153,2.867000000000001
1,2,2019,Fort Weatherhill,4.5282175925925925,2019-02-01,41.477214540758816,-71.36642105465246,3.617000000000001
1,2,2019,Hurricane Island,1.484768518518519,2019-02-01,44.04039,-68.89153,2.128999999999998
1,2,2019,SW Appledore,3.0813125,2019-02-01,42.984276666666666,-70.61786666666667,3.654
1,2,2020,Hurricane Island,3.958738425925926,2020-02-01,44.04039,-68.89153,5.427
1,3,2003,Schoodic,1.64,2003-03-01,44.3490522508088,-68.0311047885212,1.8260000000000003
1,3,2014,NW Appledore,2.3079918981481486,2014-03-01,42.99228,-70.615825,2.255000000000001
1,3,2015,Baker North,0.5457754629629623,2015-03-01,42.5370316,-70.7919065,1.3490000000000002
1,3,2015,Baker South,0.8415798611111115,2015-03-01,42.53251,-70.78163,1.4009999999999998
1,3,2015,Calf Island,-0.17617476851851824,2015-03-01,42.3412005661599,-70.8934798651064,1.1149999999999984
1,3,2015,Little Brewster,-0.5119791666666664,2015-03-01,42.32733,-70.8883,1.096
1,3,2015,NE Appledore,1.8147164351851848,2015-03-01,42.992180000000005,-70.615725,2.4109999999999996
1,3,2015,NW Appledore,1.7043344907407405,2015-03-01,42.99228,-70.615825,2.4109999999999996
1,3,2015,SW Appledore,1.71787037037037,2015-03-01,42.984276666666666,-70.61786666666667,2.3760000000000012
1,3,2016,Nubble Lighthouse,4.258744212962963,2016-03-01,43.166466,-70.592358,4.384
1,3,2017,Fort Weatherhill,5.076157407407408,2017-03-01,41.477214540758816,-71.36642105465246,4.800999999999998
1,3,2017,SW Appledore,4.673555555555556,2017-03-01,42.984276666666666,-70.61786666666667,4.663999999999998
1,3,2018,Fort Weatherhill,3.6037731481481474,2018-03-01,41.477214540758816,-71.36642105465246,4.030000000000001
1,3,2018,Hurricane Island,3.4934259259259264,2018-03-01,44.04039,-68.89153,3.759
1,3,2019,Fort Weatherhill,3.899131944444444,2019-03-01,41.477214540758816,-71.36642105465246,3.686
1,3,2019,Hurricane Island,0.975914351851852,2019-03-01,44.04039,-68.89153,1.626999999999999
1,3,2019,SW Appledore,2.4766458333333334,2019-03-01,42.984276666666666,-70.61786666666667,2.8290000000000006
1,3,2020,Hurricane Island,2.911689814814815,2020-03-01,44.04039,-68.89153,3.370000000000001
1,4,2003,Schoodic,1.74,2003-04-01,44.3490522508088,-68.0311047885212,1.9549999999999983
1,4,2014,NW Appledore,2.7202835648148147,2014-04-01,42.99228,-70.615825,3.0174999999999983
1,4,2015,Baker North,2.72125,2015-04-01,42.5370316,-70.7919065,2.1709999999999994
1,4,2015,Baker South,2.92861111111111,2015-04-01,42.53251,-70.78163,2.108999999999998
1,4,2015,Calf Island,2.6858796296296297,2015-04-01,42.3412005661599,-70.8934798651064,1.6449999999999996
1,4,2015,Little Brewster,2.699016203703703,2015-04-01,42.32733,-70.8883,1.7800000000000011
1,4,2015,NE Appledore,2.7978125,2015-04-01,42.992180000000005,-70.615725,2.5954999999999995
1,4,2015,NW Appledore,2.7811458333333334,2015-04-01,42.99228,-70.615825,2.5954999999999995
1,4,2015,SW Appledore,2.819131944444444,2015-04-01,42.984276666666666,-70.61786666666667,2.599
1,4,2016,Nubble Lighthouse,4.525787037037038,2016-04-01,43.166466,-70.592358,4.533000000000001
1,4,2017,Fort Weatherhill,4.0391203703703695,2017-04-01,41.477214540758816,-71.36642105465246,4.463999999999999
1,4,2017,SW Appledore,3.8084166666666666,2017-04-01,42.984276666666666,-70.61786666666667,4.257999999999999
1,4,2018,Fort Weatherhill,4.767893518518518,2018-04-01,41.477214540758816,-71.36642105465246,4.931999999999999
1,4,2018,Hurricane Island,4.167476851851853,2018-04-01,44.04039,-68.89153,4.0169999999999995
1,4,2019,Fort Weatherhill,5.518020833333334,2019-04-01,41.477214540758816,-71.36642105465246,5.8629999999999995
1,4,2019,Hurricane Island,3.097719907407408,2019-04-01,44.04039,-68.89153,2.847999999999999
1,4,2019,SW Appledore,4.182854166666667,2019-04-01,42.984276666666666,-70.61786666666667,3.808
1,4,2020,Hurricane Island,4.255497685185185,2020-04-01,44.04039,-68.89153,3.992000000000001
1,5,2003,Schoodic,3.8241666666666663,2003-05-01,44.3490522508088,-68.0311047885212,4.901
1,5,2014,NW Appledore,6.172349537037036,2014-05-01,42.99228,-70.615825,6.849999999999998
1,5,2015,Baker North,7.580028935185187,2015-05-01,42.5370316,-70.7919065,8.498999999999999
1,5,2015,Baker South,7.719531250000002,2015-05-01,42.53251,-70.78163,8.475000000000001
1,5,2015,Calf Island,7.387864583333334,2015-05-01,42.3412005661599,-70.8934798651064,8.282
1,5,2015,Little Brewster,7.518784722222224,2015-05-01,42.32733,-70.8883,8.277000000000001
1,5,2015,NE Appledore,6.898119212962962,2015-05-01,42.992180000000005,-70.615725,8.0215
1,5,2015,NW Appledore,6.616319444444445,2015-05-01,42.99228,-70.615825,8.0215
1,5,2015,SW Appledore,6.6743807870370375,2015-05-01,42.984276666666666,-70.61786666666667,8.062999999999999
1,5,2016,Nubble Lighthouse,5.982962962962963,2016-05-01,43.166466,-70.592358,7.202999999999999
1,5,2017,Fort Weatherhill,9.644479166666668,2017-05-01,41.477214540758816,-71.36642105465246,10.225
1,5,2017,SW Appledore,6.961829861111111,2017-05-01,42.984276666666666,-70.61786666666667,7.893000000000001
1,5,2018,Fort Weatherhill,6.944699074074075,2018-05-01,41.477214540758816,-71.36642105465246,8.383
1,5,2018,Hurricane Island,6.050057870370371,2018-05-01,44.04039,-68.89153,7.3969999999999985
1,5,2019,Fort Weatherhill,8.487523148148147,2019-05-01,41.477214540758816,-71.36642105465246,9.396
1,5,2019,Hurricane Island,5.560636574074074,2019-05-01,44.04039,-68.89153,5.875
1,5,2019,SW Appledore,6.840583333333333,2019-05-01,42.984276666666666,-70.61786666666667,7.143000000000001
1,5,2020,Hurricane Island,5.8497106481481485,2020-05-01,44.04039,-68.89153,5.93
1,6,2003,Schoodic,6.2283333333333335,2003-06-01,44.3490522508088,-68.0311047885212,7.608
1,6,2014,NW Appledore,9.739195601851852,2014-06-01,42.99228,-70.615825,11.1955
1,6,2015,Baker North,8.134369212962962,2015-06-01,42.5370316,-70.7919065,12.018
1,6,2015,Baker South,8.32134837962963,2015-06-01,42.53251,-70.78163,12.046
1,6,2015,Calf Island,9.61799189814815,2015-06-01,42.3412005661599,-70.8934798651064,12.729
1,6,2015,Little Brewster,9.445185185185183,2015-06-01,42.32733,-70.8883,12.756
1,6,2015,NE Appledore,8.39398148148148,2015-06-01,42.992180000000005,-70.615725,10.8705
1,6,2015,NW Appledore,7.42296875,2015-06-01,42.99228,-70.615825,10.8705
1,6,2015,SW Appledore,7.648188657407407,2015-06-01,42.984276666666666,-70.61786666666667,10.88
1,6,2016,Nubble Lighthouse,12.383252314814817,2016-06-01,43.166466,-70.592358,14.204
1,6,2017,Fort Weatherhill,13.89787037037037,2017-06-01,41.477214540758816,-71.36642105465246,14.029
1,6,2017,Nubble Lighthouse,8.182991898148149,2017-06-01,43.166466,-70.592358,11.26
1,6,2017,SW Appledore,9.915753472222224,2017-06-01,42.984276666666666,-70.61786666666667,11.696
1,6,2018,Fort Weatherhill,14.083472222222222,2018-06-01,41.477214540758816,-71.36642105465246,15.05
1,6,2018,Hurricane Island,9.352395833333334,2018-06-01,44.04039,-68.89153,10.618
1,6,2019,Fort Weatherhill,13.402986111111112,2019-06-01,41.477214540758816,-71.36642105465246,14.706
1,6,2019,Hurricane Island,8.445694444444445,2019-06-01,44.04039,-68.89153,9.26
1,6,2019,SW Appledore,10.462083333333334,2019-06-01,42.984276666666666,-70.61786666666667,11.481
1,7,2003,Schoodic,9.090416666666666,2003-07-01,44.3490522508088,-68.0311047885212,11.368
1,7,2014,Baker North,10.038738425925926,2014-07-01,42.5370316,-70.7919065,17.942999999999998
1,7,2014,NW Appledore,11.722274305555556,2014-07-01,42.99228,-70.615825,17.259
1,7,2015,Baker North,15.33650462962963,2015-07-01,42.5370316,-70.7919065,15.857
1,7,2015,Baker South,14.927285879629627,2015-07-01,42.53251,-70.78163,15.792
1,7,2015,Calf Island,15.808408564814815,2015-07-01,42.3412005661599,-70.8934798651064,16.217
1,7,2015,Little Brewster,16.316203703703703,2015-07-01,42.32733,-70.8883,16.258
1,7,2015,NE Appledore,14.118686342592593,2015-07-01,42.992180000000005,-70.615725,15.193999999999999
1,7,2015,NW Appledore,15.000746527777778,2015-07-01,42.99228,-70.615825,15.193999999999999
1,7,2015,SW Appledore,15.18941550925926,2015-07-01,42.984276666666666,-70.61786666666667,15.133
1,7,2016,Nubble Lighthouse,10.298657407407408,2016-07-01,43.166466,-70.592358,15.638
1,7,2017,Fort Weatherhill,16.466643518518516,2017-07-01,41.477214540758816,-71.36642105465246,18.622
1,7,2017,Nubble Lighthouse,8.752800925925925,2017-07-01,43.166466,-70.592358,15.514
1,7,2017,SW Appledore,10.726114583333333,2017-07-01,42.984276666666666,-70.61786666666667,16.33
1,7,2018,Fort Weatherhill,17.79741898148148,2018-07-01,41.477214540758816,-71.36642105465246,21.975
1,7,2018,Hurricane Island,12.084953703703704,2018-07-01,44.04039,-68.89153,13.58
1,7,2019,Fort Weatherhill,17.771666666666665,2019-07-01,41.477214540758816,-71.36642105465246,19.682
1,7,2019,Hurricane Island,11.53162216698682,2019-07-01,44.04039,-68.89153,13.615
1,7,2019,SW Appledore,13.149229166666666,2019-07-01,42.984276666666666,-70.61786666666667,17.045
1,7,2020,Hurricane Island,12.406164363578512,2020-07-01,44.04039,-68.89153,14.102
1,8,2003,Schoodic,10.715416666666666,2003-08-01,44.3490522508088,-68.0311047885212,12.348
1,8,2013,NW Appledore,16.973975694444444,2013-08-01,42.99228,-70.615825,19.6315
1,8,2014,Baker North,17.45792824074074,2014-08-01,42.5370316,-70.7919065,16.663
1,8,2014,Baker South,23.519849537037036,2014-08-01,42.53251,-70.78163,16.694
1,8,2014,Calf Island,23.02519097222222,2014-08-01,42.3412005661599,-70.8934798651064,18.051
1,8,2014,NE Appledore,13.843472222222225,2014-08-01,42.992180000000005,-70.615725,16.6355
1,8,2014,NW Appledore,13.927037037037037,2014-08-01,42.99228,-70.615825,16.6355
1,8,2014,SW Appledore,13.725219907407409,2014-08-01,42.984276666666666,-70.61786666666667,16.616999999999997
1,8,2015,NE Appledore,14.368582175925926,2015-08-01,42.992180000000005,-70.615725,19.654
1,8,2015,NW Appledore,15.420914351851852,2015-08-01,42.99228,-70.615825,19.654
1,8,2015,SW Appledore,15.55129050925926,2015-08-01,42.984276666666666,-70.61786666666667,19.627
1,8,2016,Nubble Lighthouse,14.910960648148148,2016-08-01,43.166466,-70.592358,20.007
1,8,2017,Fort Weatherhill,19.081828703703703,2017-08-01,41.477214540758816,-71.36642105465246,19.628
1,8,2017,Nubble Lighthouse,13.585532407407408,2017-08-01,43.166466,-70.592358,18.426
1,8,2017,SW Appledore,17.864604166666666,2017-08-01,42.984276666666666,-70.61786666666667,18.646
1,8,2018,Fort Weatherhill,21.01837962962963,2018-08-01,41.477214540758816,-71.36642105465246,22.905
1,8,2018,Hurricane Island,14.557986111111113,2018-08-01,44.04039,-68.89153,16.219
1,8,2019,Fort Weatherhill,19.670694444444443,2019-08-01,41.477214540758816,-71.36642105465246,22.895
1,8,2019,Hurricane Island,13.734289164896364,2019-08-01,44.04039,-68.89153,16.255
1,8,2019,SW Appledore,14.458,2019-08-01,42.984276666666666,-70.61786666666667,20.771
1,8,2020,Hurricane Island,14.504708802258529,2020-08-01,44.04039,-68.89153,15.571
1,9,2003,Schoodic,11.777083333333334,2003-09-01,44.3490522508088,-68.0311047885212,12.411
1,9,2013,NW Appledore,15.437453703703705,2013-09-01,42.99228,-70.615825,18.502
1,9,2014,Baker North,16.722581018518518,2014-09-01,42.5370316,-70.7919065,19.925
1,9,2014,Baker South,10.701956018518516,2014-09-01,42.53251,-70.78163,20.032
1,9,2014,Calf Island,12.108177083333333,2014-09-01,42.3412005661599,-70.8934798651064,19.801
1,9,2014,NE Appledore,12.939456018518518,2014-09-01,42.992180000000005,-70.615725,18.868499999999997
1,9,2014,NW Appledore,13.64226273148148,2014-09-01,42.99228,-70.615825,18.868499999999997
1,9,2014,SW Appledore,14.320925925925923,2014-09-01,42.984276666666666,-70.61786666666667,18.86
1,9,2015,Nubble Lighthouse,14.435098379629627,2015-09-01,43.166466,-70.592358,20.247
1,9,2016,SW Appledore,14.976541666666666,2016-09-01,42.984276666666666,-70.61786666666667,18.266
1,9,2017,Hurricane Island,13.548368055555557,2017-09-01,44.04039,-68.89153,13.265
1,9,2017,Nubble Lighthouse,14.19882523148148,2017-09-01,43.166466,-70.592358,17.073999999999998
1,9,2018,Fort Weatherhill,21.26846064814815,2018-09-01,41.477214540758816,-71.36642105465246,21.201
1,9,2018,Hurricane Island,15.53912037037037,2018-09-01,44.04039,-68.89153,16.009999999999998
1,9,2018,SW Appledore,18.65372916666667,2018-09-01,42.984276666666666,-70.61786666666667,19.88
1,9,2019,Fort Weatherhill,19.672430555555557,2019-09-01,41.477214540758816,-71.36642105465246,20.822
1,9,2019,Hurricane Island,13.897399814040572,2019-09-01,44.04039,-68.89153,14.061
1,9,2020,Hurricane Island,13.814216038537404,2020-09-01,44.04039,-68.89153,14.281
1,10,2002,Schoodic,13.297916666666667,2002-10-01,44.3490522508088,-68.0311047885212,14.15
1,10,2013,NW Appledore,14.438136574074074,2013-10-01,42.99228,-70.615825,15.305
1,10,2014,Baker North,15.80453125,2014-10-01,42.5370316,-70.7919065,15.6
1,10,2014,Baker South,15.951996527777778,2014-10-01,42.53251,-70.78163,15.605
1,10,2014,Calf Island,15.822436342592592,2014-10-01,42.3412005661599,-70.8934798651064,15.811
1,10,2014,Little Brewster,15.628333333333332,2014-10-01,42.32733,-70.8883,15.817
1,10,2014,NE Appledore,15.198796296296296,2014-10-01,42.992180000000005,-70.615725,15.0465
1,10,2014,NW Appledore,14.928778935185186,2014-10-01,42.99228,-70.615825,15.0465
1,10,2014,SW Appledore,15.187939814814817,2014-10-01,42.984276666666666,-70.61786666666667,15.051
1,10,2015,Nubble Lighthouse,13.84564236111111,2015-10-01,43.166466,-70.592358,16.113
1,10,2016,Fort Weatherhill,18.77048611111111,2016-10-01,41.477214540758816,-71.36642105465246,17.808
1,10,2016,SW Appledore,15.260708333333334,2016-10-01,42.984276666666666,-70.61786666666667,15.901
1,10,2017,Hurricane Island,13.79451388888889,2017-10-01,44.04039,-68.89153,13.589
1,10,2018,Fort Weatherhill,19.579097222222224,2018-10-01,41.477214540758816,-71.36642105465246,19.696
1,10,2018,Hurricane Island,14.172025462962964,2018-10-01,44.04039,-68.89153,14.325
1,10,2018,SW Appledore,16.065833333333334,2018-10-01,42.984276666666666,-70.61786666666667,16.564999999999998
1,10,2019,Fort Weatherhill,18.645798611111115,2019-10-01,41.477214540758816,-71.36642105465246,19.472
1,10,2019,Hurricane Island,12.977604166666667,2019-10-01,44.04039,-68.89153,13.516
1,11,2002,Schoodic,10.550833333333332,2002-11-01,44.3490522508088,-68.0311047885212,11.189
1,11,2013,NW Appledore,11.73317708333333,2013-11-01,42.99228,-70.615825,11.223500000000001
1,11,2014,Baker North,12.112042824074074,2014-11-01,42.5370316,-70.7919065,11.476
1,11,2014,Baker South,12.284785879629627,2014-11-01,42.53251,-70.78163,11.48
1,11,2014,Calf Island,12.317135416666666,2014-11-01,42.3412005661599,-70.8934798651064,11.833
1,11,2014,Little Brewster,12.160532407407407,2014-11-01,42.32733,-70.8883,11.849
1,11,2014,NE Appledore,11.885636574074072,2014-11-01,42.992180000000005,-70.615725,11.647
1,11,2014,NW Appledore,11.87659722222222,2014-11-01,42.99228,-70.615825,11.647
1,11,2014,SW Appledore,11.926145833333331,2014-11-01,42.984276666666666,-70.61786666666667,11.702
1,11,2015,Nubble Lighthouse,10.101701388888888,2015-11-01,43.166466,-70.592358,10.474
1,11,2016,Fort Weatherhill,15.40351851851852,2016-11-01,41.477214540758816,-71.36642105465246,15.499
1,11,2016,SW Appledore,11.768479166666667,2016-11-01,42.984276666666666,-70.61786666666667,11.998
1,11,2017,Fort Weatherhill,16.875185185185185,2017-11-01,41.477214540758816,-71.36642105465246,16.646
1,11,2017,Hurricane Island,12.745405092592591,2017-11-01,44.04039,-68.89153,13.018
1,11,2018,Fort Weatherhill,13.689872685185186,2018-11-01,41.477214540758816,-71.36642105465246,13.838
1,11,2018,Hurricane Island,10.87121527777778,2018-11-01,44.04039,-68.89153,11.032
1,11,2018,SW Appledore,10.695333333333332,2018-11-01,42.984276666666666,-70.61786666666667,10.548
1,11,2019,Fort Weatherhill,15.23664351851852,2019-11-01,41.477214540758816,-71.36642105465246,15.114
1,11,2019,Hurricane Island,11.920949074074072,2019-11-01,44.04039,-68.89153,12.184
1,12,2002,Schoodic,7.341666666666667,2002-12-01,44.3490522508088,-68.0311047885212,7.437999999999999
1,12,2013,NW Appledore,7.765578703703706,2013-12-01,42.99228,-70.615825,7.9239999999999995
1,12,2014,Baker North,8.673831018518518,2014-12-01,42.5370316,-70.7919065,9.293
1,12,2014,Baker South,8.745162037037035,2014-12-01,42.53251,-70.78163,9.296
1,12,2014,Calf Island,8.464803240740741,2014-12-01,42.3412005661599,-70.8934798651064,8.902999999999999
1,12,2014,Little Brewster,7.973796296296298,2014-12-01,42.32733,-70.8883,8.896999999999998
1,12,2014,NE Appledore,9.755509259259258,2014-12-01,42.992180000000005,-70.615725,9.7695
1,12,2014,NW Appledore,9.721469907407409,2014-12-01,42.99228,-70.615825,9.7695
1,12,2014,SW Appledore,9.763535879629629,2014-12-01,42.984276666666666,-70.61786666666667,9.784
1,12,2015,Nubble Lighthouse,8.404427083333333,2015-12-01,43.166466,-70.592358,8.889
1,12,2016,Fort Weatherhill,11.132627314814815,2016-12-01,41.477214540758816,-71.36642105465246,10.855
1,12,2016,SW Appledore,9.897743055555557,2016-12-01,42.984276666666666,-70.61786666666667,9.786
1,12,2017,Fort Weatherhill,12.57349537037037,2017-12-01,41.477214540758816,-71.36642105465246,11.719
1,12,2017,Hurricane Island,8.940034722222222,2017-12-01,44.04039,-68.89153,9.065
1,12,2018,Fort Weatherhill,9.867465277777775,2018-12-01,41.477214540758816,-71.36642105465246,9.283
1,12,2018,Hurricane Island,7.53394675925926,2018-12-01,44.04039,-68.89153,6.927
1,12,2018,SW Appledore,7.890583333333334,2018-12-01,42.984276666666666,-70.61786666666667,7.855
1,12,2019,Fort Weatherhill,10.18875,2019-12-01,41.477214540758816,-71.36642105465246,10.833
1,12,2019,Hurricane Island,7.213020833333333,2019-12-01,44.04039,-68.89153,8.100000000000001
2,1,2003,Schoodic,5.241666666666667,2003-01-02,44.3490522508088,-68.0311047885212,4.286999999999999
2,1,2014,NW Appledore,4.085706018518518,2014-01-02,42.99228,-70.615825,5.3885000000000005
2,1,2015,Baker North,6.93203125,2015-01-02,42.5370316,-70.7919065,5.937000000000001
2,1,2015,Baker South,6.534438657407407,2015-01-02,42.53251,-70.78163,6.096
2,1,2015,Calf Island,6.035185185185185,2015-01-02,42.3412005661599,-70.8934798651064,5.408000000000001
2,1,2015,Little Brewster,5.314201388888889,2015-01-02,42.32733,-70.8883,5.346
2,1,2015,NE Appledore,7.0969444444444445,2015-01-02,42.992180000000005,-70.615725,6.8575
2,1,2015,NW Appledore,6.845648148148148,2015-01-02,42.99228,-70.615825,6.8575
2,1,2015,SW Appledore,6.8739641203703705,2015-01-02,42.984276666666666,-70.61786666666667,6.727
2,1,2016,Nubble Lighthouse,7.154010416666667,2016-01-02,43.166466,-70.592358,6.942
2,1,2017,Fort Weatherhill,6.966770833333333,2017-01-02,41.477214540758816,-71.36642105465246,8.172999999999998
2,1,2017,SW Appledore,8.011368055555556,2017-01-02,42.984276666666666,-70.61786666666667,7.765999999999998
2,1,2018,Fort Weatherhill,5.544722222222222,2018-01-02,41.477214540758816,-71.36642105465246,5.535
2,1,2018,Hurricane Island,3.739155092592593,2018-01-02,44.04039,-68.89153,4.562000000000001
2,1,2019,Fort Weatherhill,7.539479166666667,2019-01-02,41.477214540758816,-71.36642105465246,7.175000000000001
2,1,2019,Hurricane Island,4.635428240740741,2019-01-02,44.04039,-68.89153,4.966999999999999
2,1,2019,SW Appledore,6.728791666666667,2019-01-02,42.984276666666666,-70.61786666666667,6.861000000000001
2,1,2020,Fort Weatherhill,5.772303240740741,2020-01-02,41.477214540758816,-71.36642105465246,5.757999999999999
2,1,2020,Hurricane Island,5.077083333333333,2020-01-02,44.04039,-68.89153,6.442
2,2,2003,Schoodic,2.973333333333333,2003-02-02,44.3490522508088,-68.0311047885212,2.015000000000001
2,2,2014,NW Appledore,4.082690972222222,2014-02-02,42.99228,-70.615825,3.933
2,2,2015,Baker North,3.1036747685185184,2015-02-02,42.5370316,-70.7919065,3.843
2,2,2015,Baker South,3.690260416666666,2015-02-02,42.53251,-70.78163,3.8569999999999993
2,2,2015,Calf Island,1.8864641203703696,2015-02-02,42.3412005661599,-70.8934798651064,3.599
2,2,2015,Little Brewster,1.7655092592592596,2015-02-02,42.32733,-70.8883,3.593
2,2,2015,NE Appledore,4.413628472222221,2015-02-02,42.992180000000005,-70.615725,4.599
2,2,2015,NW Appledore,4.356128472222222,2015-02-02,42.99228,-70.615825,4.599
2,2,2015,SW Appledore,4.24224537037037,2015-02-02,42.984276666666666,-70.61786666666667,4.573999999999998
2,2,2016,Nubble Lighthouse,4.697644675925926,2016-02-02,43.166466,-70.592358,5.596
2,2,2017,Fort Weatherhill,4.893043981481481,2017-02-02,41.477214540758816,-71.36642105465246,4.591000000000001
2,2,2017,SW Appledore,5.266517361111111,2017-02-02,42.984276666666666,-70.61786666666667,5.2719999999999985
2,2,2018,Fort Weatherhill,3.562210648148147,2018-02-02,41.477214540758816,-71.36642105465246,3.094000000000001
2,2,2018,Hurricane Island,2.639988425925927,2018-02-02,44.04039,-68.89153,2.995000000000001
2,2,2019,Fort Weatherhill,4.246319444444444,2019-02-02,41.477214540758816,-71.36642105465246,3.529
2,2,2019,Hurricane Island,1.4734837962962972,2019-02-02,44.04039,-68.89153,2.1129999999999995
2,2,2019,SW Appledore,3.5556041666666665,2019-02-02,42.984276666666666,-70.61786666666667,3.6439999999999984
2,2,2020,Hurricane Island,3.9408564814814815,2020-02-02,44.04039,-68.89153,5.320999999999998
2,3,2003,Schoodic,1.606666666666667,2003-03-02,44.3490522508088,-68.0311047885212,1.027000000000001
2,3,2014,NW Appledore,2.2901678240740746,2014-03-02,42.99228,-70.615825,2.583499999999999
2,3,2015,Baker North,0.269907407407407,2015-03-02,42.5370316,-70.7919065,1.282
2,3,2015,Baker South,0.4745659722222212,2015-03-02,42.53251,-70.78163,1.3320000000000007
2,3,2015,Calf Island,-0.05526041666666633,2015-03-02,42.3412005661599,-70.8934798651064,0.971
2,3,2015,Little Brewster,-0.33710648148148137,2015-03-02,42.32733,-70.8883,0.972999999999999
2,3,2015,NE Appledore,1.542488425925926,2015-03-02,42.992180000000005,-70.615725,2.2554999999999996
2,3,2015,NW Appledore,1.3512673611111117,2015-03-02,42.99228,-70.615825,2.2554999999999996
2,3,2015,SW Appledore,1.6231944444444448,2015-03-02,42.984276666666666,-70.61786666666667,2.2459999999999987
2,3,2016,Nubble Lighthouse,4.561440972222223,2016-03-02,43.166466,-70.592358,4.349
2,3,2017,Fort Weatherhill,5.108564814814814,2017-03-02,41.477214540758816,-71.36642105465246,4.5169999999999995
2,3,2017,SW Appledore,4.906055555555556,2017-03-02,42.984276666666666,-70.61786666666667,4.626000000000001
2,3,2018,Fort Weatherhill,3.779027777777777,2018-03-02,41.477214540758816,-71.36642105465246,3.972999999999999
2,3,2018,Hurricane Island,3.5066666666666677,2018-03-02,44.04039,-68.89153,4.097000000000001
2,3,2019,Fort Weatherhill,3.677905092592592,2019-03-02,41.477214540758816,-71.36642105465246,3.4209999999999994
2,3,2019,Hurricane Island,0.8968287037037046,2019-03-02,44.04039,-68.89153,1.6609999999999978
2,3,2019,SW Appledore,2.728125,2019-03-02,42.984276666666666,-70.61786666666667,2.8949999999999996
2,3,2020,Hurricane Island,3.0583912037037035,2020-03-02,44.04039,-68.89153,3.4450000000000003
2,4,2003,Schoodic,1.8066666666666664,2003-04-02,44.3490522508088,-68.0311047885212,2.091000000000001
2,4,2014,NW Appledore,2.8379571759259252,2014-04-02,42.99228,-70.615825,3.054999999999998
